SYMBOL,INDUSTRY,3D,5D,10D,15D,20D,50D,100D,150D
SANDHAR,Auto Components & Equipments,4.94,6.99,-3.95,-10.6,-10.15,-15.8,7.66,-8.03
SANDUMA,Coal,-1.26,-1.62,-5.93,1.29,-4.2,-5.64,1.89,14.29
SANGAMIND,Other Textile Products,1.46,-0.67,-3.12,-18.05,-19.95,-13.31,-11.84,-11.85
SANGHIIND,Cement & Cement Products,-0.65,1.12,0.17,-4.52,-5.11,6.74,14.21,10.99
SANGHVIMOV,Diversified Commercial Services,6.18,7.65,26.78,35.0,31.03,17.13,36.92,19.59
SANGINITA,Specialty Chemicals,-0.2,-1.09,-0.2,-1.09,-2.92,-16.28,-26.99,-34.98
SANOFI,Pharmaceuticals,3.32,4.14,-1.2,-10.37,-11.17,-14.49,-9.65,-11.56
SANOFICONR,Pharmaceuticals,-0.49,3.16,-2.1,5.94,3.33,2.14,10.59,7.47
SANSERA,Auto Components & Equipments,3.4,2.99,4.38,-2.46,-1.22,-3.78,6.1,-4.51
SANSTAR,Other Agricultural Products,3.1,-0.78,-2.63,-6.23,-8.86,-7.16,-8.93,-28.08
SAPPHIRE,Restaurants,4.5,4.15,7.64,2.27,-4.58,3.6,6.85,-4.49
SARDAEN,Iron & Steel,3.08,7.37,2.99,34.07,32.53,32.58,12.01,27.02
SAREGAMA,Media & Entertainment,-0.69,0.45,-0.66,-0.14,-2.48,-11.97,-6.25,-12.66
SARVESHWAR,Other Agricultural Products,-5.34,-3.27,-2.8,3.5,-2.44,5.0,13.35,-5.45
SASKEN,IT Enabled Services,-3.94,-2.99,0.55,-2.7,-1.57,-0.8,-2.03,-32.25
SASTASUNDR,Healthcare Service Provider,-0.13,-1.62,1.17,-5.87,-5.78,-4.33,13.1,-13.42
SATIA,Paper & Paper Products,5.72,6.65,1.51,1.76,-2.01,0.32,17.57,-10.18
SATIN,Unknown,-0.07,-0.06,-1.81,-4.59,-11.84,-15.61,-3.26,-8.41
SAURASHCEM,Cement & Cement Products,0.67,-0.63,0.77,-0.83,10.15,28.8,46.79,5.0
SBC,Garments & Apparels,-0.58,2.56,6.64,4.97,10.78,27.72,49.92,-29.54
SBCL,Iron & Steel Products,2.35,6.6,1.9,-0.21,-4.45,6.64,10.83,-6.78
SBFC,Non Banking Financial Company (NBFC),4.69,9.9,10.82,7.13,-4.2,1.01,27.19,30.52
SBGLP,"Residential, Commercial Projects",-3.2,-3.68,-1.18,-25.55,-62.47,-68.71,,
SBIBPB,Unknown,0.32,1.25,3.13,2.36,0.93,-0.79,,
SBICARD,Non Banking Financial Company (NBFC),1.65,4.44,4.06,1.29,-7.86,-16.81,-3.43,12.93
SBIETFCON,ETF,0.91,3.39,3.95,4.92,3.7,5.62,13.74,8.57
SBIETFIT,ETF,2.88,2.64,3.51,0.28,-3.37,-7.54,-3.27,-15.91
SBIETFPB,ETF,0.2,1.12,0.71,-0.58,-3.49,-3.24,4.84,11.28
SBIETFQLTY,ETF,1.73,2.79,3.2,2.73,0.02,-1.06,8.13,0.78
SBILIFE,Life Insurance,0.77,2.01,1.24,2.08,3.75,4.34,19.59,27.84
SBILIQETF,Unknown,0.04,0.11,,,,,,
SBIN,Public Sector Bank,-0.24,0.47,2.55,3.0,0.62,1.31,5.75,8.58
SBINEQWETF,ETF,0.44,2.2,2.96,2.3,0.82,0.95,7.99,8.69
SBISILVER,ETF,-0.94,-1.96,-0.12,-0.67,-2.67,5.73,16.08,25.07
SCHAEFFLER,Auto Components & Equipments,2.4,2.61,-1.44,-1.29,-4.75,-4.12,12.44,16.7
SCHAND,Printing & Publication,1.82,2.06,-5.93,-8.58,-12.08,-8.08,15.97,-5.41
SCI,Shipping,1.9,3.9,3.05,0.44,-3.65,2.82,22.13,5.16
SCILAL,Investment Company,0.32,1.11,2.66,-1.2,-4.99,-10.33,1.07,-16.74
SCODATUBES,Iron & Steel Products,-2.91,-1.88,-6.72,-13.86,-14.85,,,
SCPL,Dairy Products,3.49,-3.64,-7.64,-17.15,-18.03,-27.09,-26.82,
SDBL,Breweries & Distilleries,1.66,-1.53,-8.72,-8.8,-12.79,-10.41,8.51,24.8
SDL26BEES,ETF,-0.1,-0.26,0.17,0.0,-0.13,0.39,2.42,4.22
SEAMECLTD,Shipping,2.11,2.64,11.12,7.03,2.34,-0.46,-8.46,-20.12
SECURKLOUD,IT Enabled Services,-1.7,-4.43,-0.34,-0.34,0.42,14.71,-27.82,
SELAN,Oil Exploration & Production,5.88,0.42,-1.75,-6.15,-11.17,-19.98,-11.83,-30.75
SELECTIPO,Unknown,2.04,2.6,3.52,2.44,0.02,2.56,14.51,
SELMC,Other Textile Products,0.82,-33.93,-12.54,2.95,3.4,-2.2,-38.64,
SENCO,"Gems, Jewellery And Watches",1.69,13.6,14.77,25.28,8.65,7.23,26.99,-65.85
SENORES,Pharmaceuticals,0.23,2.65,7.92,0.13,14.68,28.82,11.18,31.47
SENSEXADD,Unknown,0.86,1.43,1.49,0.64,-0.91,-0.33,5.78,6.16
SENSEXETF,ETF,0.46,1.64,1.87,0.67,-0.68,-0.21,5.99,6.48
SENSEXIETF,ETF,0.96,1.9,1.92,0.82,-0.4,0.21,6.42,6.8
SEPC,Civil Construction,3.71,6.56,3.53,1.69,-4.98,-12.65,-24.97,-39.38
SEQUENT,Pharmaceuticals,0.27,2.69,-1.01,0.15,-6.0,-11.87,21.59,-5.53
SERVOTECH,Other Electrical Equipment,2.77,3.19,-1.68,-11.69,-10.25,-20.82,-4.76,-18.5
SESHAPAPER,Paper & Paper Products,5.05,1.77,1.47,0.5,-2.5,-4.72,-2.01,-7.96
SETF10GILT,ETF,-0.32,-0.12,-0.72,-0.45,-0.69,-0.57,3.07,5.52
SETFGOLD,ETF,-0.34,-0.75,-0.99,0.14,-1.45,2.32,12.69,26.59
SETFNIF50,ETF,0.7,1.75,2.06,1.02,-0.25,0.38,6.83,7.51
SETFNIFBK,ETF,0.06,0.98,0.82,-0.48,-2.25,-0.63,8.87,13.41
SETFNN50,ETF,1.16,2.45,2.78,1.39,0.2,-0.38,7.43,4.34
SFL,"Furniture, Home Furnishing",2.41,3.92,3.74,4.06,4.88,5.03,-8.43,-30.14
SGFIN,Non Banking Financial Company (NBFC),1.13,0.52,-1.19,,,,,
SGIL,Castings & Forgings,0.04,3.52,3.76,5.52,-2.11,1.08,18.72,
SHAHALLOYS,Iron & Steel Products,-0.21,-3.01,-2.84,-6.39,-8.29,-3.66,,
SHAILY,Plastic Products - Industrial,11.08,8.59,21.54,24.36,23.03,12.8,37.28,
SHAKTIPUMP,"Compressors, Pumps & Diesel Engines",-1.74,-2.22,8.3,-5.98,-7.11,-11.64,8.55,
SHALBY,Hospital,-2.84,-5.77,-3.97,-6.46,-5.3,6.33,-3.16,-14.12
SHALPAINTS,Paints,0.29,2.54,-4.34,-9.71,-21.37,-27.71,-32.49,-41.65
SHANKARA,Speciality Retail,2.68,3.23,1.53,2.55,9.44,10.59,93.42,75.02
SHANTIGEAR,Industrial Products,7.56,7.16,12.73,7.34,2.05,15.91,19.81,20.59
SHANTIGOLD,"Gems, Jewellery And Watches",-0.25,2.2,12.76,,,,,
SHARDACROP,Pesticides & Agrochemicals,-2.65,-2.13,-8.17,-13.79,9.66,17.67,66.04,19.84
SHARDAMOTR,Auto Components & Equipments,4.06,5.52,4.23,2.42,-6.28,-45.1,-39.91,-40.38
SHAREINDIA,Stockbroking & Allied,-1.78,-5.8,-7.96,-11.13,-11.9,-18.08,-13.34,-46.48
SHARIABEES,ETF,1.69,2.71,3.78,1.95,0.46,-1.58,1.36,-5.55
SHEKHAWATI,Unknown,-3.06,-0.52,,,,,,
SHIVALIK,Pesticides & Agrochemicals,-0.38,-0.42,-9.18,-17.05,-9.27,-7.87,-20.7,-28.25
SHIVAMAUTO,Auto Components & Equipments,6.72,8.78,5.31,1.2,-5.07,-9.65,2.29,-30.66
SHIVAMILLS,Other Textile Products,1.94,3.18,-3.89,-5.41,-8.16,-10.9,-2.27,-26.61
SHIVATEX,Other Textile Products,5.55,5.99,-3.35,-8.16,-10.98,-13.21,-2.89,-17.43
SHK,Specialty Chemicals,6.3,1.86,-5.69,-10.93,-13.73,-7.5,20.98,0.12
SHOPERSTOP,Diversified Retail,1.49,4.67,5.14,2.97,0.34,4.53,3.97,-11.82
SHRADHA,"Residential, Commercial Projects",3.46,1.3,3.31,1.14,-7.31,-15.75,,
SHREDIGCEM,Cement & Cement Products,12.52,18.56,18.52,10.7,6.95,22.75,35.74,15.91
SHREECEM,Cement & Cement Products,-2.35,0.64,0.11,0.05,-4.7,2.6,3.95,17.88
SHREEPUSHK,Dyes And Pigments,-2.7,0.91,-1.19,-13.55,-6.41,2.58,16.4,12.8
SHREERAMA,Packaging,-2.58,-3.97,-3.64,3.65,0.5,-8.41,-2.08,
SHRENIK,Paper & Paper Products,0.0,0.0,-1.75,-1.75,-3.45,-22.22,-20.0,
SHRIPISTON,Auto Components & Equipments,4.5,6.31,7.39,6.3,8.36,3.24,36.88,24.26
SHRIRAMFIN,Non Banking Financial Company (NBFC),-1.12,0.09,-1.71,-2.05,-5.24,-9.66,-9.12,-77.94
SHRIRAMPPS,"Residential, Commercial Projects",1.26,2.65,1.02,-2.15,-9.12,-8.2,23.07,-10.79
SHYAMMETL,Iron & Steel Products,-1.99,-1.56,-0.17,-3.71,2.52,10.6,9.89,20.85
SIEMENS,Heavy Electrical Equipment,2.54,1.48,3.67,4.1,1.72,-4.56,-38.79,-48.77
SIGACHI,Pharmaceuticals,1.52,1.65,-9.11,-17.73,-21.96,-43.53,-18.96,-35.5
SIGNATURE,"Residential, Commercial Projects",2.37,1.58,1.18,0.17,-7.38,-13.08,-2.29,-13.56
SIGNPOST,Advertising & Media Agencies,6.54,21.67,31.38,17.79,17.54,42.17,-23.04,
SIKKO,Pesticides & Agrochemicals,-1.38,1.33,-2.64,-2.85,-8.87,-7.08,-8.33,-25.64
SIL,Real Estate related services,3.54,3.42,1.12,-3.3,-7.98,-4.52,-7.93,-26.13
SILGO,"Gems, Jewellery And Watches",27.05,32.57,31.22,55.04,58.49,71.84,77.03,
SILINV,Investment Company,6.07,0.79,-0.46,-1.25,-3.65,-5.26,-1.77,
SILLYMONKS,Media & Entertainment,3.76,4.52,-4.78,-10.42,-13.71,-2.9,-6.48,-34.73
SILVER,ETF,-1.0,-2.07,-0.23,-0.76,-2.63,5.89,15.6,25.23
SILVER1,ETF,-0.77,-1.92,-0.1,-0.64,-2.45,6.57,15.6,25.24
SILVER360,ETF,-0.89,-1.58,0.21,-0.27,-2.51,7.88,,
SILVERADD,ETF,-0.87,-2.02,-0.1,-0.73,-2.64,6.06,15.9,25.39
SILVERBEES,ETF,-0.85,-1.91,-0.05,-0.69,-2.58,6.17,15.86,25.04
SILVERCASE,ETF,-0.86,-1.95,-0.09,-0.77,-2.69,6.05,,
SILVERETF,ETF,-0.91,-1.85,0.0,-0.75,-2.71,6.28,15.7,25.08
SILVERIETF,ETF,-0.9,-1.96,-0.11,-0.75,-2.67,6.01,15.89,24.96
SILVERTUC,Computers - Software & Consulting,0.7,0.86,-0.09,-4.93,-3.81,-8.36,11.32,5.38
SILVRETF,ETF,-0.97,-2.07,-0.04,-0.63,-2.71,6.03,15.61,25.34
SIMPLEXINF,Civil Construction,12.63,11.12,8.35,-1.97,-1.18,6.06,20.07,
SINCLAIR,Hotels & Resorts,0.31,-0.17,1.85,-1.07,-8.86,9.69,7.58,-12.94
SINDHUTRAD,Logistics Solution Provider,0.75,-1.99,-4.55,-13.62,-26.76,-12.61,23.26,1.39
SINTERCOM,Auto Components & Equipments,0.52,1.12,-2.05,-2.62,-4.69,-4.99,-5.89,-23.24
SIRCA,Paints,-3.24,-2.26,2.83,5.59,8.53,17.72,68.42,43.47
SIS,Other Consumer Services,1.41,0.92,-3.52,-6.09,-5.54,-2.95,6.38,4.05
SIYSIL,Other Textile Products,4.66,7.09,4.33,-3.54,-11.91,-14.36,-7.46,-33.92
SJS,Auto Components & Equipments,10.53,11.9,16.63,7.37,6.02,13.76,51.66,23.24
SJVN,Power Generation,5.04,4.17,5.63,0.55,-1.45,-5.63,0.43,-3.31
SKFINDIA,Abrasives & Bearings,0.19,0.14,-5.94,-8.09,-9.8,-4.75,17.74,2.75
SKIPPER,Heavy Electrical Equipment,2.66,1.05,7.86,12.98,15.24,6.62,17.64,13.24
SKYGOLD,"Gems, Jewellery And Watches",12.94,16.54,15.16,6.03,-3.44,-16.1,,
SMALLCAP,Unknown,1.24,1.9,1.13,-1.43,-5.28,-4.91,6.01,-5.95
SMARTLINK,Computers Hardware & Equipments,-0.74,3.09,5.82,0.7,-0.99,-10.35,11.22,
SMARTWORKS,Diversified Commercial Services,3.74,3.94,10.18,13.08,12.69,,,
SMCGLOBAL,Stockbroking & Allied,-1.44,-2.37,-2.14,-4.94,-9.78,-3.96,22.92,4.42
SMLISUZU,Commercial Vehicles,7.32,6.92,25.8,31.15,9.13,133.69,155.43,223.16
SMLT,Iron & Steel Products,-2.32,0.67,-7.35,-10.13,-10.08,-14.99,-9.01,-31.65
SMSLIFE,Pharmaceuticals,5.43,4.86,-2.09,0.51,-5.15,-6.26,4.08,
SMSPHARMA,Pharmaceuticals,2.09,3.02,12.17,1.6,-0.56,-6.42,5.58,3.22
SNOWMAN,Logistics Solution Provider,0.73,2.2,3.0,-1.5,-7.06,-13.94,12.07,-19.57
SNXT30BEES,ETF,0.46,1.64,2.52,1.32,1.01,,,
SOBHA,"Residential, Commercial Projects",1.69,-0.12,-2.82,-4.16,-8.14,-5.85,20.59,9.79
SOFTTECH,Computers - Software & Consulting,1.01,3.58,0.89,7.57,-0.84,14.76,-0.61,
SOLARA,Pharmaceuticals,4.08,4.17,7.6,-3.28,-6.89,22.91,14.35,-7.6
SOLARINDS,Explosives,-2.51,-3.05,-2.88,0.77,-1.65,-12.09,34.14,51.32
SOMANYCERA,Ceramics,2.24,-0.01,-0.81,-2.33,-8.63,-8.1,18.97,-16.94
SOMICONVEY,Industrial Products,0.94,1.3,3.86,0.01,-3.46,-6.28,-19.77,-25.64
SONACOMS,Auto Components & Equipments,-0.52,-1.36,-0.75,-4.04,-9.48,-14.71,-11.81,-21.76
SONAMLTD,Consumer Electronics,13.27,13.78,15.77,11.65,0.04,3.92,24.6,
SONATSOFTW,Computers - Software & Consulting,5.76,2.64,8.67,-8.89,-11.92,-11.93,-0.76,-38.11
SOTL,Lubricants,0.23,-0.49,2.49,0.63,-0.09,-6.24,2.74,-25.74
SOUTHBANK,Private Sector Bank,0.3,0.88,2.8,-1.33,0.92,-3.31,23.63,14.72
SPAL,Garments & Apparels,-5.52,-2.73,-3.14,-6.68,-9.5,-8.21,10.31,-18.73
SPANDANA,Microfinance Institutions,1.3,-0.45,1.43,-9.64,-19.92,-12.97,-7.09,-45.54
SPARC,Pharmaceuticals,1.0,1.95,3.24,-4.53,-6.97,-12.52,-7.04,-23.44
SPECIALITY,Restaurants,0.65,-1.89,-1.11,-5.11,-10.34,-4.62,-16.7,-12.91
SPECTRUM,Industrial Products,-5.35,-2.2,-4.8,-11.13,-1.72,-7.2,,
SPENCERS,Diversified Retail,7.03,5.96,8.48,0.75,-2.1,-7.34,-10.24,-31.32
SPIC,Fertilizers,9.26,29.05,24.6,10.52,25.43,27.45,29.79,51.88
SPLPETRO,Petrochemicals,2.42,9.46,3.11,3.26,0.83,8.42,29.11,25.3
SPMLINFRA,Civil Construction,-5.64,-0.71,-1.07,-0.45,-3.29,29.86,11.55,
SPORTKING,Other Textile Products,3.97,-0.46,2.59,-7.88,-13.1,-3.55,33.79,13.06
SRD,Trading - Chemicals,-1.23,-1.0,-2.84,-5.38,-4.48,20.72,30.48,
SREEL,Footwear,0.4,-1.76,-2.41,-1.86,-3.95,-5.1,-0.67,-10.76
SRF,Commodity Chemicals,-0.58,2.02,-1.89,-5.63,-8.78,-5.59,-2.63,8.93
SRGHFL,Housing Finance Company,0.02,-0.13,-4.57,-5.73,-1.26,-3.2,-6.3,-16.56
SRHHYPOLTD,Commodity Chemicals,-1.71,-0.63,1.02,-5.1,-8.63,-3.66,16.85,-18.77
SRM,Civil Construction,-0.4,5.21,8.13,5.14,2.11,9.94,28.64,
SSDL,Garments & Apparels,3.13,2.34,2.15,-0.45,-4.09,-11.64,0.35,-24.56
SSWL,Auto Components & Equipments,1.43,0.81,-2.12,-9.66,-13.53,-14.19,10.61,6.94
STALLION,Industrial Gases,-4.01,8.54,5.27,19.44,24.21,123.01,,
STANLEY,"Furniture, Home Furnishing",0.34,-0.24,-1.22,-6.36,-10.96,-13.76,-12.6,-22.36
STAR,Pharmaceuticals,-2.91,0.93,8.66,-7.4,-4.74,0.87,20.56,32.85
STARCEMENT,Cement & Cement Products,0.99,2.13,11.27,22.85,24.43,35.28,35.69,35.34
STARHEALTH,General Insurance,-1.44,-1.02,2.16,-1.7,-0.51,-4.93,22.62,-7.17
STARPAPER,Paper & Paper Products,-1.98,2.94,1.83,-1.46,-4.4,-0.93,3.9,-17.1
STARTECK,Non Banking Financial Company (NBFC),0.62,-3.58,1.65,5.04,2.8,10.92,10.51,5.14
STEELCAS,Castings & Forgings,2.03,5.48,3.31,-12.5,-10.3,-3.77,7.78,22.18
STEELCITY,Stockbroking & Allied,1.25,1.52,0.92,-1.54,-0.85,0.01,4.28,-3.05
STEELXIND,Iron & Steel Products,-3.63,-6.03,-10.08,-9.5,-6.03,15.96,8.64,-3.73
STEL,Investment Company,0.56,1.1,8.23,5.58,7.24,2.89,13.56,
STERTOOLS,Auto Components & Equipments,0.67,4.08,1.72,-7.67,-13.85,-15.08,-6.93,-37.74
STLTECH,Telecom -  Equipment & Accessories,-3.38,2.73,5.58,7.99,12.09,71.77,54.38,12.99
STOVEKRAFT,Household Appliances,-1.67,8.67,11.78,9.94,8.32,8.48,-16.01,-24.84
STYLAMIND,Plywood Boards/ Laminates,-0.98,-2.39,-8.72,-7.89,-12.08,-6.68,-1.62,-27.17
STYLEBAAZA,Speciality Retail,-0.7,0.87,8.12,11.74,14.59,19.79,32.33,-1.02
STYRENIX,Specialty Chemicals,-4.12,-2.84,-8.75,-10.26,-17.66,-24.02,-6.2,-12.81
SUBROS,Other Industrial Products,0.43,6.53,-1.31,-1.46,-0.29,10.72,41.29,31.63
SUDARSCHEM,Dyes And Pigments,-1.51,-1.15,-1.36,0.62,15.84,14.02,44.96,28.04
SUKHJITS,Other Agricultural Products,0.11,0.9,-1.98,-2.2,-1.37,-13.73,-13.53,-32.4
SULA,Breweries & Distilleries,3.8,3.8,-6.86,-10.81,-14.38,-19.16,-10.32,-35.42
SUMICHEM,Pesticides & Agrochemicals,2.77,-0.61,-1.88,-9.02,0.87,17.52,10.85,19.1
SUMIT,"Residential, Commercial Projects",-0.91,4.75,4.06,16.98,7.98,0.24,0.64,
SUMMITSEC,Investment Company,7.62,9.56,3.89,1.86,-0.31,-2.25,4.26,-25.28
SUNCLAY,Auto Components & Equipments,-0.2,1.3,-5.8,-13.93,-14.6,-24.68,-25.41,-40.07
SUNDARAM,Stationary,0.5,0.5,0.5,-4.31,-8.26,-12.28,-3.85,-19.68
SUNDARMFIN,Non Banking Financial Company (NBFC),9.05,16.55,16.13,9.96,0.57,3.46,9.1,16.54
SUNDARMHLD,Investment Company,5.7,6.52,10.86,5.05,-0.9,16.33,55.89,74.71
SUNDRMBRAK,Auto Components & Equipments,0.76,1.62,3.67,-8.77,-13.85,-7.55,-38.75,
SUNDRMFAST,Auto Components & Equipments,1.09,5.27,2.75,-1.44,-2.64,-1.87,4.16,-7.59
SUNDROP,Edible Oil,-5.71,-5.94,2.16,-1.08,-11.37,-7.5,,
SUNFLAG,Iron & Steel Products,1.12,-1.13,5.31,4.1,2.67,7.05,17.08,
SUNPHARMA,Pharmaceuticals,0.46,0.02,2.82,-5.4,-2.51,-2.98,-8.1,-10.19
SUNTECK,"Residential, Commercial Projects",4.43,3.97,2.67,-1.46,-9.93,-14.6,-2.81,-20.23
SUNTV,TV Broadcasting & Software Production,-0.72,-1.68,3.33,1.5,-2.67,-7.73,-11.4,-13.87
SUPERHOUSE,Leather And Leather Products,-2.87,-4.51,-3.66,-8.51,-8.23,-13.02,0.46,-21.44
SUPERSPIN,Other Textile Products,3.2,5.45,2.87,-0.82,-4.82,-8.85,-18.38,
SUPRAJIT,Auto Components & Equipments,1.95,3.38,4.84,-0.45,0.0,-3.63,10.18,5.04
SUPREME,"Residential, Commercial Projects",4.1,4.1,3.61,6.84,4.2,-18.04,-19.63,
SUPREMEIND,Plastic Products - Industrial,1.79,6.43,9.38,6.95,10.72,5.19,30.61,-2.02
SUPRIYA,Pharmaceuticals,5.15,5.96,5.98,4.05,-0.66,2.15,-8.68,-0.79
SURAJEST,"Residential, Commercial Projects",18.4,18.7,15.53,12.24,3.82,-10.92,2.02,-43.06
SURAJLTD,Iron & Steel Products,0.7,-0.21,0.62,-5.36,-7.64,-9.67,-16.07,
SURAKSHA,Healthcare Service Provider,1.18,5.48,9.51,3.42,3.74,-4.48,11.41,-12.53
SURANASOL,Heavy Electrical Equipment,0.73,-0.19,2.75,-3.17,-3.67,-16.53,-9.98,-25.76
SURANAT&P,Unknown,1.6,4.39,4.5,4.16,0.74,-5.51,-5.75,-19.47
SURYALAXMI,Other Textile Products,2.29,0.7,-4.53,-8.33,-9.62,-8.96,4.48,-18.08
SURYAROSNI,Iron & Steel Products,11.06,-0.5,-6.78,-11.09,-12.61,-12.86,15.22,16.97
SURYODAY,Other Bank,-0.5,0.68,2.25,0.89,-8.31,-14.73,20.21,-3.86
SUTLEJTEX,Other Textile Products,1.79,7.83,-2.91,-10.69,-10.65,-19.11,-42.46,
SUYOG,Telecom - Infrastructure,0.05,1.1,9.39,-3.19,-22.04,-46.13,-51.69,
SUZLON,Heavy Electrical Equipment,0.15,-3.68,-10.88,-4.98,-11.85,-13.95,0.43,0.48
SVPGLOB,Other Textile Products,3.98,3.1,5.78,-4.44,-4.94,-37.76,,
SWANENERGY,Petrochemicals,8.57,4.95,9.57,-3.74,-9.95,-0.38,-2.5,-31.55
SWARAJENG,"Compressors, Pumps & Diesel Engines",-0.0,3.13,5.18,-3.05,-8.04,2.11,4.2,36.53
SWELECTES,Heavy Electrical Equipment,4.44,14.61,20.7,13.57,13.77,-13.49,-26.68,
SWIGGY,E-Retail/ E-Commerce,8.97,8.82,10.6,8.63,4.06,22.37,23.97,-14.15
SWSOLAR,Civil Construction,3.72,1.9,5.03,-2.77,-8.56,-13.31,7.13,-36.43
SYMPHONY,Household Appliances,-1.65,0.71,-2.38,-15.66,-15.05,-19.19,-18.05,-24.33
SYNGENE,"Healthcare Research, Analytics & Technology",0.63,1.31,-0.56,-7.51,-1.9,0.79,-7.26,-23.86
SYRMA,Industrial Products,4.16,7.15,3.35,-2.36,6.54,38.45,54.49,25.25
TAINWALCHM,Plastic Products - Industrial,1.03,1.82,-4.67,-3.93,-3.41,1.69,-0.17,-14.8
TAJGVK,Hotels & Resorts,7.46,6.72,7.22,7.12,5.08,3.09,-8.83,10.17
TALBROAUTO,Auto Components & Equipments,0.44,9.98,-5.17,-2.3,-4.04,-10.34,0.02,-8.37
TANLA,Software Products,0.95,3.18,-3.45,-1.52,-7.31,1.02,23.66,-8.48
TARACHAND,Diversified Commercial Services,-0.82,0.44,0.04,0.15,-2.99,-2.57,,
TARAPUR,Unknown,-4.97,-5.08,,,,,,
TARC,"Residential, Commercial Projects",2.12,-0.92,-3.05,-13.06,-15.63,-11.37,29.21,-5.38
TARIL,Heavy Electrical Equipment,-0.67,-2.74,-1.63,-2.42,-0.92,-2.72,-1.58,
TARMAT,Civil Construction,1.19,3.39,5.46,2.82,-3.57,0.19,3.88,-19.96
TARSONS,Medical Equipment & Supplies,-3.57,-4.79,-9.12,-11.12,-14.25,-13.22,-3.16,-19.48
TASTYBITE,Packaged Foods,-1.1,-5.22,-8.71,-16.44,-10.54,-7.63,9.96,-1.64
TATACHEM,Commodity Chemicals,-0.6,-0.13,-0.98,-6.11,-3.28,-2.1,10.27,-7.36
TATACOMM,Telecom - Cellular & Fixed line services,-5.04,-3.1,-5.7,-9.64,-8.76,-7.23,-1.42,-6.9
TATACONSUM,Tea & Coffee,1.57,3.03,3.35,1.4,2.4,-1.47,12.12,12.16
TATAELXSI,Computers - Software & Consulting,-0.33,-0.21,-2.7,-7.24,-9.25,-14.57,0.52,-12.13
TATAGOLD,ETF,-0.41,-0.72,-1.02,0.1,-1.22,2.32,12.53,26.8
TATAINVEST,Investment Company,0.97,1.14,-1.84,3.31,2.63,-3.07,8.08,6.07
TATAMOTORS,Passenger Cars & Utility Vehicles,1.39,3.26,4.99,2.54,-0.68,-6.93,-3.94,-12.14
TATAPOWER,Integrated Power Utilities,0.19,0.22,0.65,-3.31,-3.59,-5.82,1.24,5.69
TATASTEEL,Iron & Steel,2.25,0.83,1.8,0.09,-0.77,3.26,1.95,24.31
TATATECH,IT Enabled Services,2.2,2.97,2.7,-3.21,-4.13,-12.54,-1.74,-21.47
TATSILV,Unknown,-0.81,-1.87,0.0,-0.63,-2.56,5.94,15.59,25.43
TATVA,Specialty Chemicals,1.35,2.41,1.84,-3.99,9.69,14.7,48.79,26.42
TBOTEK,"Tour, Travel Related Services",-0.62,0.65,6.09,7.62,0.86,8.64,20.12,-16.48
TBZ,"Gems, Jewellery And Watches",0.44,2.02,-10.86,2.51,-3.25,-3.36,2.9,-15.75
TCI,Logistics Solution Provider,1.99,3.13,1.0,-2.21,-5.46,3.24,6.48,10.42
TCIEXP,Logistics Solution Provider,-0.4,1.89,4.17,-0.05,-4.52,-10.58,1.06,-14.65
TCPLPACK,Packaging,4.22,4.08,0.38,-5.12,-6.96,-9.45,-24.72,8.42
TCS,Computers - Software & Consulting,3.04,2.19,2.32,1.6,-2.41,-10.64,-14.5,-23.18
TDPOWERSYS,Heavy Electrical Equipment,0.25,1.42,0.12,-0.62,6.11,0.29,22.32,22.71
TEAMLEASE,Diversified Commercial Services,3.47,9.34,2.91,-1.51,-3.76,-7.91,-3.95,-33.25
TECH,Unknown,2.7,2.57,3.38,0.42,-3.56,-7.59,-3.34,-16.09
TECHM,Computers - Software & Consulting,3.41,1.0,4.27,3.97,-1.64,-7.1,4.3,-7.4
TECHNOE,Civil Construction,4.89,4.93,9.41,4.44,2.01,-0.53,43.55,1.7
TEGA,Industrial Products,-0.77,-0.12,0.64,-3.38,-5.92,16.71,21.78,16.92
TEJASNET,Telecom -  Equipment & Accessories,8.52,12.56,8.79,5.36,0.73,-13.23,-24.65,-43.83
TEXINFRA,Diversified Commercial Services,2.48,1.6,0.54,-1.88,-2.02,-7.26,-9.92,-22.96
TEXMOPIPES,Plastic Products - Industrial,2.13,0.19,-0.26,-5.01,-6.98,-11.18,13.86,-11.45
TEXRAIL,Industrial Products,5.71,0.79,0.41,-5.5,-10.35,-20.64,-3.1,-25.08
TFCILTD,Financial Institution,1.92,4.99,9.15,8.46,10.44,38.36,117.32,89.65
TGBHOTELS,Hotels & Resorts,-1.13,-2.24,-0.61,-3.07,-12.36,-13.82,2.25,-18.11
THANGAMAYL,"Gems, Jewellery And Watches",5.56,6.8,10.24,10.96,13.12,11.57,12.99,8.18
THEINVEST,Other Financial Services,0.5,-3.86,1.04,-6.39,-8.32,-2.27,21.55,-17.12
THEJO,Industrial Products,2.43,0.79,-13.59,-19.27,-12.33,1.09,0.16,-0.39
THELEELA,Hotels & Resorts,-3.73,-2.61,1.3,0.78,-8.47,2.15,,
THEMISMED,Pharmaceuticals,0.14,-1.12,-8.31,-5.49,-14.8,-29.03,-36.14,-61.63
THERMAX,Heavy Electrical Equipment,-1.2,-1.93,-6.28,-15.63,-16.33,-8.83,-6.55,-17.0
